estimand,observed,null_mean,null_SD,null_q025,null_q500,null_q975,p_value_plus_one,replicate_count,seed,source_artifact_status
lambda_D,0.4731221480722076,-0.0003465766486867978,0.026151794697081412,-0.051685926615610917,-0.0003266599854022667,0.05037984797779301,0.0001999600079984003,5000,20260831,GENERATED LOCALLY - ORIGINAL PARQUET NOT REDISTRIBUTED
