estimand,point_estimate,bootstrap_mean,bootstrap_SE,CI_low,CI_high,replicate_count,seed,source_artifact_status
G_R,1.2930450524485018,1.292857014387084,0.03491092303724072,1.2225034853326355,1.3606323998239185,5000,20260831,GENERATED LOCALLY - ORIGINAL PARQUET NOT REDISTRIBUTED
G_N,0.8237383006548002,0.8239953376998695,0.027855938603414652,0.7697479301697265,0.87806520076552,5000,20260831,GENERATED LOCALLY - ORIGINAL PARQUET NOT REDISTRIBUTED
G_O,0.3506161525825926,0.3505976921324599,0.012797745672923702,0.325623948006796,0.3759740337174385,5000,20260831,GENERATED LOCALLY - ORIGINAL PARQUET NOT REDISTRIBUTED
lambda_D,0.4731221480722076,0.47339764556740976,0.02831044748686455,0.41825162902027535,0.5290377913931992,5000,20260831,GENERATED LOCALLY - ORIGINAL PARQUET NOT REDISTRIBUTED
delta_RN,0.4693067517937015,0.46886167668721435,0.028229018337707235,0.412966403551252,0.5244884268759006,5000,20260831,GENERATED LOCALLY - ORIGINAL PARQUET NOT REDISTRIBUTED
delta_RO,0.9424288998659092,0.9422593222546242,0.03471559639557904,0.8757981204394609,1.0111766703531628,5000,20260831,GENERATED LOCALLY - ORIGINAL PARQUET NOT REDISTRIBUTED
